162,16,1
352,16,1
140,16,1
21,16,1
49,16,1
149,16,1
335,16,1
9,16,1
18,16,1
50,16,1
147,16,1
56,16,1
415,24,1
69,33,1
70,33,1
27,33,1
24,35,1
10,35,1
29,35,1
30,35,1
160,38,1
178,38,1
15,45,1
140,50,1
23,50,1
9,50,1
10,50,1
211,50,1
212,50,1
28,50,1
30,50,1
218,50,1
176,50,1
36,50,1
39,50,1
14,50,1
44,50,1
125,50,1
226,50,1
79,50,1
233,50,1
272,50,1
277,50,1
278,50,1
117,63,1
118,63,1
119,63,1
59,63,1
163,63,1
164,63,1
8,63,1
175,63,1
11,63,1
158,63,1
39,63,1
76,63,1
230,63,1
199,63,1
242,63,1
183,63,1
252,63,1
326,63,1
235,71,1
120,80,1
22,82,1
11,82,1
35,82,1
116,82,1
219,86,1
9,91,1
10,91,1
24,95,1
10,95,1
117,97,1
140,105,1
24,105,1
18,105,1
19,105,1
12,105,1
47,105,1
131,105,1
255,105,1
112,105,1
24,107,1
18,107,1
19,107,1
12,107,1
32,107,1
167,107,1
222,107,1
14,107,1
47,107,1
234,107,1
178,107,1
28,120,1
43,120,1
224,120,1
118,123,1
143,123,1
176,123,1
34,123,1
40,123,1
44,123,1
358,123,1
79,123,1
240,123,1
131,123,1
68,132,1
19,132,1
5,132,1
40,140,1
92,140,1
86,146,1
42,147,1
37,148,1
38,148,1
52,148,1
405,153,1
133,153,1
184,153,1
24,163,1
305,163,1
13,163,1
77,163,1
135,165,1
17,185,1
173,185,1
171,210,1
23,210,1
24,210,1
28,210,1
219,210,1
14,210,1
77,210,1
425,210,1
91,210,1
95,210,1
426,210,1
415,210,1
71,214,1
12,216,1
145,216,1
224,216,1
47,216,1
5,216,1
154,216,1
68,216,1
11,216,1
13,216,1
345,216,1
158,216,1
43,216,1
83,216,1
111,216,1
427,216,1
117,219,1
9,219,1
69,219,1
145,219,1
181,219,1
219,219,1
47,219,1
5,219,1
280,219,1
171,220,1
181,221,1
117,236,1
118,236,1
119,236,1
59,236,1
163,236,1
164,236,1
24,236,1
10,236,1
4,236,1
14,236,1
227,236,1
343,236,1
11,239,1
44,239,1
47,239,1
173,239,1
155,239,1
83,239,1
159,239,1
240,239,1
241,239,1
246,239,1
111,239,1
178,239,1
323,239,1
330,239,1
441,239,1
387,239,1
336,239,1
444,239,1
338,239,1
273,239,1
340,239,1
445,239,1
446,239,1
190,239,1
449,239,1
113,239,1
28,240,1
158,240,1
40,240,1
9,241,1
28,241,1
71,241,1
158,241,1
43,241,1
11,250,1
47,250,1
164,253,1
120,253,1
140,253,1
65,253,1
13,253,1
28,253,1
43,253,1
222,253,1
110,253,1
310,253,1
311,253,1
46,253,1
314,253,1
94,253,1
328,253,1
451,253,1
179,253,1
391,253,1
452,253,1
376,253,1
454,253,1
24,255,1
421,260,1
124,261,1
47,261,1
168,261,1
234,261,1
10,267,1
145,267,1
460,269,1
24,271,1
16,271,1
17,271,1
19,271,1
154,281,1
9,296,1
130,296,1
59,304,1
119,307,1
18,307,1
5,310,1
12,317,1
124,317,1
7,319,1
11,319,1
19,319,1
46,319,1
80,319,1
81,319,1
117,327,1
65,327,1
18,327,1
46,327,1
244,327,1
200,327,1
30,339,1
31,339,1
280,339,1
59,341,1
159,353,1
18,356,1
11,356,1
47,356,1
114,362,1
204,366,1
141,366,1
148,366,1
172,370,1
114,370,1
143,370,1
15,4,1
109,4,1
204,4,1
16,4,1
17,4,1
14,4,1
131,4,1
109,9,1
44,9,1
116,9,1
119,16,1
163,16,1
65,16,1
121,16,1
408,16,1
122,16,1
175,16,1
124,16,1
145,16,1
32,16,1
34,16,1
5,16,1
128,16,1
86,16,1
116,16,1
406,16,1
360,16,1
343,16,1
117,18,1
351,18,1
150,18,1
275,18,1
148,18,1
24,25,1
10,25,1
117,35,1
109,35,1
172,35,1
17,35,1
14,35,1
44,35,1
224,35,1
46,35,1
125,35,1
149,35,1
49,35,1
78,35,1
5,35,1
6,35,1
80,35,1
156,35,1
85,35,1
473,36,1
14,44,1
9,45,1
27,45,1
44,45,1
169,45,1
190,45,1
55,45,1
7,50,1
109,50,1
197,50,1
204,50,1
63,50,1
65,50,1
172,50,1
114,50,1
157,50,1
143,50,1
18,50,1
69,50,1
70,50,1
19,50,1
13,50,1
31,50,1
138,50,1
75,50,1
45,50,1
46,50,1
47,50,1
48,50,1
229,50,1
5,50,1
154,50,1
128,50,1
83,50,1
84,50,1
88,50,1
194,50,1
131,50,1
132,50,1
134,50,1
244,50,1
245,50,1
246,50,1
135,50,1
395,50,1
252,50,1
94,50,1
178,50,1
96,50,1
268,50,1
349,50,1
189,50,1
200,50,1
342,50,1
56,50,1
280,50,1
78,62,1
22,63,1
350,63,1
14,63,1
44,63,1
46,63,1
125,63,1
106,63,1
19,68,1
339,68,1
376,68,1
16,69,1
9,69,1
10,69,1
33,69,1
5,69,1
154,69,1
96,69,1
19,79,1
14,79,1
148,79,1
39,82,1
14,82,1
46,82,1
125,82,1
149,82,1
33,86,1
68,90,1
130,90,1
86,90,1
136,90,1
163,91,1
19,91,1
114,95,1
18,95,1
166,95,1
19,95,1
28,95,1
308,95,1
46,95,1
316,95,1
153,95,1
55,95,1
47,101,1
14,105,1
109,106,1
371,106,1
18,106,1
69,106,1
11,106,1
216,106,1
14,106,1
44,106,1
227,106,1
86,106,1
131,106,1
140,107,1
121,107,1
165,107,1
175,107,1
143,107,1
11,107,1
124,107,1
30,107,1
138,107,1
168,107,1
227,107,1
77,107,1
127,107,1
5,107,1
6,107,1
155,107,1
156,107,1
236,107,1
88,107,1
131,107,1
132,107,1
244,107,1
252,107,1
95,107,1
294,107,1
112,107,1
296,107,1
394,107,1
55,107,1
56,107,1
280,107,1
14,110,1
219,119,1
113,119,1
9,120,1
10,120,1
220,120,1
50,120,1
63,126,1
19,126,1
204,132,1
88,132,1
135,137,1
349,137,1
7,140,1
22,140,1
120,140,1
204,140,1
157,140,1
18,140,1
69,140,1
28,140,1
357,140,1
71,140,1
33,140,1
2,140,1
138,140,1
39,140,1
43,140,1
14,140,1
44,140,1
46,140,1
125,140,1
47,140,1
149,140,1
77,140,1
234,140,1
134,140,1
247,140,1
93,140,1
102,140,1
273,140,1
189,140,1
107,140,1
202,140,1
13,142,1
56,142,1
142,146,1
14,146,1
46,146,1
125,146,1
163,147,1
141,147,1
357,147,1
138,147,1
14,147,1
44,147,1
6,147,1
239,147,1
95,147,1
147,147,1
106,147,1
56,147,1
14,148,1
42,159,1
117,163,1
164,163,1
15,163,1
63,163,1
1,163,1
180,163,1
16,163,1
175,163,1
10,163,1
18,163,1
19,163,1
30,163,1
308,163,1
14,163,1
358,163,1
46,163,1
125,163,1
227,163,1
48,163,1
49,163,1
5,163,1
79,163,1
80,163,1
81,163,1
155,163,1
156,163,1
177,163,1
86,163,1
88,163,1
131,163,1
246,163,1
95,163,1
19,167,1
14,174,1
23,182,1
24,185,1
16,185,1
9,185,1
10,185,1
18,185,1
68,185,1
19,185,1
28,185,1
20,185,1
14,185,1
46,185,1
47,185,1
88,185,1
96,185,1
55,185,1
146,191,1
11,197,1
86,197,1
12,205,1
117,210,1
142,210,1
12,210,1
34,210,1
158,210,1
47,210,1
227,210,1
275,210,1
55,210,1
117,211,1
19,211,1
216,211,1
47,211,1
18,214,1
69,214,1
19,214,1
36,214,1
224,214,1
47,214,1
19,216,1
88,216,1
216,216,1
29,216,1
6,216,1
50,216,1
342,216,1
63,219,1
24,219,1
172,219,1
25,219,1
11,219,1
405,219,1
19,219,1
73,219,1
75,219,1
229,219,1
431,219,1
400,219,1
130,219,1
86,219,1
316,219,1
379,219,1
244,219,1
55,219,1
433,227,1
434,227,1
354,227,1
189,227,1
7,232,1
13,232,1
32,232,1
46,232,1
149,232,1
395,232,1
162,236,1
1,236,1
17,236,1
175,236,1
69,236,1
70,236,1
27,236,1
150,236,1
48,236,1
156,236,1
50,236,1
494,236,1
298,238,1
192,238,1
246,238,1
275,238,1
190,238,1
28,243,1
158,243,1
43,243,1
14,243,1
47,246,1
175,248,1
68,248,1
19,248,1
13,248,1
14,248,1
86,248,1
55,248,1
56,248,1
23,253,1
63,253,1
10,253,1
11,253,1
19,253,1
124,253,1
357,253,1
138,253,1
39,253,1
40,253,1
42,253,1
150,253,1
14,253,1
358,253,1
85,253,1
194,253,1
135,253,1
256,253,1
152,253,1
353,253,1
267,253,1
148,253,1
121,255,1
118,260,1
12,260,1
13,260,1
28,260,1
216,260,1
29,260,1
75,260,1
43,260,1
48,260,1
425,260,1
130,260,1
86,260,1
456,260,1
427,260,1
163,261,1
142,261,1
10,261,1
11,261,1
32,261,1
227,261,1
77,261,1
201,261,1
134,261,1
296,261,1
15,264,1
16,264,1
17,264,1
150,264,1
204,267,1
157,267,1
124,267,1
357,267,1
33,267,1
222,267,1
360,267,1
35,269,1
14,269,1
117,271,1
163,271,1
15,271,1
22,271,1
306,271,1
143,271,1
18,271,1
11,271,1
345,271,1
36,271,1
167,271,1
308,271,1
20,271,1
43,271,1
14,271,1
47,271,1
149,271,1
6,271,1
79,271,1
246,271,1
